State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,28-05-2023,2481,2858,2669
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,04-06-2023,2822,3273,3047
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,11-06-2023,1924,2347,2135
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,18-06-2023,2121,2237,2179
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,25-06-2023,4176,4669,4422
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,02-07-2023,2277,2398,2337
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,09-07-2023,1792,2101,1946
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,16-07-2023,3822,4113,3967
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,23-07-2023,2170,2473,2321
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,30-07-2023,2188,2668,2428
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,06-08-2023,3713,3841,3777
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,13-08-2023,2138,2371,2254
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,20-08-2023,4204,4361,4282
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,27-08-2023,3231,3556,3393
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,03-09-2023,4559,4757,4658
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,10-09-2023,4132,4270,4201
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,17-09-2023,4916,5300,5108
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,24-09-2023,3478,3949,3713
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,01-10-2023,3152,3426,3289
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,08-10-2023,2256,2377,2316
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,15-10-2023,2956,3392,3174
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,22-10-2023,4888,5079,4983
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,29-10-2023,2208,2610,2409
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,05-11-2023,2510,2693,2601
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,12-11-2023,3322,3808,3565
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,19-11-2023,2986,3143,3064
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,26-11-2023,2147,2408,2277
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,03-12-2023,3342,3761,3551
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,10-12-2023,4536,4915,4725
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,17-12-2023,3279,3586,3432
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,24-12-2023,2866,3110,2988
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,31-12-2023,4587,4765,4676
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,07-01-2024,2423,2572,2497
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,14-01-2024,3433,3919,3676
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,21-01-2024,1995,2275,2135
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,28-01-2024,3074,3551,3312
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,04-02-2024,4549,4694,4621
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,11-02-2024,1878,2199,2038
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,18-02-2024,3907,4279,4093
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,25-02-2024,2798,3125,2961
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,03-03-2024,1885,2303,2094
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,10-03-2024,4089,4574,4331
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,17-03-2024,2638,3132,2885
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,24-03-2024,2491,2799,2645
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,31-03-2024,1547,1920,1733
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,07-04-2024,3532,3969,3750
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,14-04-2024,3083,3277,3180
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,21-04-2024,1396,1506,1451
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,28-04-2024,2740,3128,2934
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,05-05-2024,3344,3835,3589
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,12-05-2024,2191,2469,2330
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,19-05-2024,2351,2526,2438
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,26-05-2024,4181,4440,4310
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,02-06-2024,2100,2285,2192
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,09-06-2024,3486,3746,3616
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,16-06-2024,2336,2677,2506
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,23-06-2024,3595,3696,3645
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,30-06-2024,3760,4092,3926
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,07-07-2024,3565,3741,3653
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,14-07-2024,3516,3718,3617
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,21-07-2024,3606,4064,3835
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,28-07-2024,1462,1683,1572
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,04-08-2024,1823,2028,1925
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,11-08-2024,2513,2917,2715
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,18-08-2024,3553,3969,3761
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,25-08-2024,3308,3797,3552
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,01-09-2024,3517,3689,3603
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,08-09-2024,4852,4992,4922
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,15-09-2024,4844,5207,5025
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,22-09-2024,3260,3677,3468
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,29-09-2024,2624,2834,2729
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,06-10-2024,1832,1938,1885
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,13-10-2024,1741,2048,1894
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,20-10-2024,2488,2901,2694
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,27-10-2024,1630,2112,1871
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,03-11-2024,1840,2236,2038
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,10-11-2024,2086,2197,2141
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,17-11-2024,3345,3841,3593
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,24-11-2024,3060,3402,3231
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,01-12-2024,3515,3669,3592
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,08-12-2024,2304,2576,2440
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,15-12-2024,3347,3565,3456
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,22-12-2024,3738,4125,3931
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,29-12-2024,1805,1986,1895
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,05-01-2025,3590,3900,3745
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,12-01-2025,1897,2348,2122
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,19-01-2025,1871,2029,1950
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,26-01-2025,4372,4714,4543
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,02-02-2025,1678,1870,1774
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,09-02-2025,3388,3840,3614
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,16-02-2025,2433,2837,2635
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,23-02-2025,4321,4579,4450
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,02-03-2025,3621,3744,3682
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,09-03-2025,1895,1998,1946
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,16-03-2025,4342,4823,4582
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,23-03-2025,4222,4473,4347
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,30-03-2025,3346,3541,3443
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,06-04-2025,3916,4132,4024
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,13-04-2025,4340,4505,4422
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,20-04-2025,3999,4360,4179
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,27-04-2025,1919,2261,2090
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,04-05-2025,2779,3124,2951
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,11-05-2025,2103,2333,2218
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,18-05-2025,4525,4664,4594
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,25-05-2025,3666,3990,3828
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,01-06-2025,4395,4502,4448
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,08-06-2025,3586,3772,3679
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,15-06-2025,4996,5109,5052
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,22-06-2025,3582,4056,3819
Andhra Pradesh,Anakapalli,Anakapalli Mandi,Paddy,Local,FAQ,29-06-2025,3864,4004,3934
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,01-01-2023,1933,2116,2024
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,08-01-2023,1559,1984,1771
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,15-01-2023,4794,5238,5016
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,22-01-2023,3267,3432,3349
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,29-01-2023,4662,5022,4842
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,05-02-2023,3694,3957,3825
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,12-02-2023,1906,2308,2107
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,19-02-2023,3928,4037,3982
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,26-02-2023,2098,2277,2187
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,05-03-2023,3285,3650,3467
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,12-03-2023,4440,4900,4670
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,19-03-2023,2612,2987,2799
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,26-03-2023,3169,3269,3219
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,02-04-2023,3623,4096,3859
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,09-04-2023,3486,3706,3596
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,16-04-2023,4798,5072,4935
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,23-04-2023,3423,3687,3555
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,30-04-2023,4048,4267,4157
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,07-05-2023,3090,3345,3217
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,14-05-2023,2796,3285,3040
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,21-05-2023,2069,2538,2303
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,28-05-2023,3710,4102,3906
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,04-06-2023,2524,2908,2716
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,11-06-2023,4390,4524,4457
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,18-06-2023,1881,2225,2053
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,25-06-2023,2606,2866,2736
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,02-07-2023,2386,2691,2538
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,09-07-2023,2724,3099,2911
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,16-07-2023,4181,4496,4338
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,23-07-2023,2772,2997,2884
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,30-07-2023,1721,2105,1913
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,06-08-2023,2446,2768,2607
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,13-08-2023,4949,5226,5087
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,20-08-2023,2545,2938,2741
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,27-08-2023,3781,4006,3893
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,03-09-2023,1842,2175,2008
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,10-09-2023,2465,2572,2518
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,17-09-2023,3573,3801,3687
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,24-09-2023,2477,2733,2605
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,01-10-2023,4980,5084,5032
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,08-10-2023,2803,3077,2940
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,15-10-2023,4774,4992,4883
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,22-10-2023,4915,5128,5021
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,29-10-2023,4441,4676,4558
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,05-11-2023,1733,2201,1967
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,12-11-2023,2261,2688,2474
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,19-11-2023,1845,2233,2039
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,26-11-2023,4418,4804,4611
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,03-12-2023,3340,3492,3416
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,10-12-2023,2595,3055,2825
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,17-12-2023,4940,5231,5085
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,24-12-2023,1846,2106,1976
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,31-12-2023,2487,2855,2671
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,07-01-2024,4076,4252,4164
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,14-01-2024,4918,5341,5129
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,21-01-2024,4753,4984,4868
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,28-01-2024,2855,3036,2945
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,04-02-2024,4132,4510,4321
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,11-02-2024,2414,2844,2629
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,18-02-2024,2876,3064,2970
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,25-02-2024,4114,4278,4196
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,03-03-2024,4545,4787,4666
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,10-03-2024,2518,2933,2725
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,17-03-2024,4324,4728,4526
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,24-03-2024,2431,2821,2626
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,31-03-2024,3264,3630,3447
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,07-04-2024,4569,4778,4673
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,14-04-2024,4550,4914,4732
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,21-04-2024,2310,2691,2500
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,28-04-2024,3878,4094,3986
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,05-05-2024,4645,4897,4771
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,12-05-2024,1343,1746,1544
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,19-05-2024,5026,5425,5225
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,26-05-2024,3233,3375,3304
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,02-06-2024,2485,2910,2697
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,09-06-2024,4108,4586,4347
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,16-06-2024,4166,4286,4226
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,23-06-2024,1712,2147,1929
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,30-06-2024,3154,3377,3265
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,07-07-2024,3926,4317,4121
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,14-07-2024,1964,2334,2149
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,21-07-2024,1799,2039,1919
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,28-07-2024,1943,2332,2137
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,04-08-2024,2937,3409,3173
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,11-08-2024,3767,4023,3895
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,18-08-2024,4153,4543,4348
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,25-08-2024,3014,3219,3116
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,01-09-2024,2800,3045,2922
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,08-09-2024,1633,1809,1721
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,15-09-2024,3980,4424,4202
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,22-09-2024,2007,2369,2188
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,29-09-2024,4729,4902,4815
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,06-10-2024,2658,2916,2787
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,13-10-2024,4517,4857,4687
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,20-10-2024,1941,2076,2008
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,27-10-2024,2758,3231,2994
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,03-11-2024,3307,3791,3549
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,10-11-2024,2770,3042,2906
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,17-11-2024,2631,3109,2870
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,24-11-2024,3762,3979,3870
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,01-12-2024,2713,3032,2872
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,08-12-2024,4305,4675,4490
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,15-12-2024,1680,2157,1918
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,22-12-2024,2980,3249,3114
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,29-12-2024,3982,4289,4135
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,05-01-2025,2425,2871,2648
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,12-01-2025,2583,2732,2657
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,19-01-2025,3929,4128,4028
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,26-01-2025,4497,4798,4647
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,02-02-2025,4249,4512,4380
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,09-02-2025,4678,5019,4848
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,16-02-2025,1954,2102,2028
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,23-02-2025,1789,2114,1951
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,02-03-2025,1990,2238,2114
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,09-03-2025,2292,2684,2488
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,16-03-2025,4141,4400,4270
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,23-03-2025,2883,3060,2971
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,30-03-2025,2740,3093,2916
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,06-04-2025,2377,2796,2586
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,13-04-2025,3288,3472,3380
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,20-04-2025,3150,3374,3262
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,27-04-2025,4862,5202,5032
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,04-05-2025,4192,4571,4381
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,11-05-2025,2200,2318,2259
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,18-05-2025,3020,3221,3120
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,25-05-2025,4088,4354,4221
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,01-06-2025,4361,4496,4428
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,08-06-2025,2171,2623,2397
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,15-06-2025,3194,3429,3311
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,22-06-2025,2954,3123,3038
Andhra Pradesh,Annamayya,Annamayya Mandi,Groundnut,Local,FAQ,29-06-2025,4158,4453,4305
Andhra Pradesh,Annamayya,Annamayya Mandi,Maize,Local,FAQ,01-01-2023,3052,3467,3259
Andhra Pradesh,Annamayya,Annamayya Mandi,Maize,Local,FAQ,08-01-2023,2159,2285,2222
Andhra Pradesh,Annamayya,Annamayya Mandi,Maize,Local,FAQ,15-01-2023,1507,1870,1688
Andhra Pradesh,Annamayya,Annamayya Mandi,Maize,Local,FAQ,22-01-2023,4700,4849,4774
Andhra Pradesh,Annamayya,Annamayya Mandi,Maize,Local,FAQ,29-01-2023,1565,2045,1805
Andhra Pradesh,Annamayya,Annamayya Mandi,Maize,Local,FAQ,05-02-2023,1515,1956,1735
