District,Crop,Date,Price
Chittoor,Pulses,06-08-2024,1612.75
Chittoor,Pulses,07-08-2024,1567.86
Chittoor,Pulses,08-08-2024,1570.6
Chittoor,Pulses,09-08-2024,1552.85
Chittoor,Pulses,10-08-2024,1568.62
Chittoor,Pulses,11-08-2024,1522.98
Chittoor,Pulses,12-08-2024,1553.77
Chittoor,Pulses,13-08-2024,1602.67
Chittoor,Pulses,14-08-2024,1550.16
Chittoor,Pulses,15-08-2024,1597.28
Chittoor,Pulses,16-08-2024,1569.3
Chittoor,Pulses,17-08-2024,1579.91
Chittoor,Pulses,18-08-2024,1585.7
Chittoor,Pulses,19-08-2024,1547.06
Chittoor,Pulses,20-08-2024,1567.28
Chittoor,Pulses,21-08-2024,1517.92
Chittoor,Pulses,22-08-2024,1495.75
Chittoor,Pulses,23-08-2024,1508.31
Chittoor,Pulses,24-08-2024,1492.32
Chittoor,Pulses,25-08-2024,1492.31
Chittoor,Pulses,26-08-2024,1553.89
Chittoor,Pulses,27-08-2024,1522.78
Chittoor,Pulses,28-08-2024,1528.28
Chittoor,Pulses,29-08-2024,1513.35
Chittoor,Pulses,30-08-2024,1491.39
Chittoor,Pulses,31-08-2024,1469.98
Chittoor,Pulses,01-09-2024,1509.52
Chittoor,Pulses,02-09-2024,1531.91
Chittoor,Pulses,03-09-2024,1514.39
Chittoor,Pulses,04-09-2024,1525.53
Chittoor,Pulses,05-09-2024,1466.84
Chittoor,Pulses,06-09-2024,1493.49
Chittoor,Pulses,07-09-2024,1543.09
Chittoor,Pulses,08-09-2024,1520.49
Chittoor,Pulses,09-09-2024,1484.75
Chittoor,Pulses,10-09-2024,1502.85
Chittoor,Pulses,11-09-2024,1491.45
Chittoor,Pulses,12-09-2024,1480.42
Chittoor,Pulses,13-09-2024,1509.16
Chittoor,Pulses,14-09-2024,1452.39
Chittoor,Pulses,15-09-2024,1519.54
Chittoor,Pulses,16-09-2024,1500.31
Chittoor,Pulses,17-09-2024,1521.05
Chittoor,Pulses,18-09-2024,1505.58
Chittoor,Pulses,19-09-2024,1454.99
Chittoor,Pulses,20-09-2024,1481.98
Chittoor,Pulses,21-09-2024,1452.79
Chittoor,Pulses,22-09-2024,1528.92
Chittoor,Pulses,23-09-2024,1517.08
Chittoor,Pulses,24-09-2024,1526.7
Chittoor,Pulses,25-09-2024,1483.71
Chittoor,Pulses,26-09-2024,1527.0
Chittoor,Pulses,27-09-2024,1479.67
Chittoor,Pulses,28-09-2024,1453.48
Chittoor,Pulses,29-09-2024,1447.38
Chittoor,Pulses,30-09-2024,1509.93
Chittoor,Pulses,01-10-2024,1437.09
Chittoor,Pulses,02-10-2024,1487.46
Chittoor,Pulses,03-10-2024,1514.68
Chittoor,Pulses,04-10-2024,1498.0
Chittoor,Pulses,05-10-2024,1511.47
Chittoor,Pulses,06-10-2024,1443.28
Chittoor,Pulses,07-10-2024,1480.06
Chittoor,Pulses,08-10-2024,1493.32
Chittoor,Pulses,09-10-2024,1492.75
Chittoor,Pulses,10-10-2024,1488.42
Chittoor,Pulses,11-10-2024,1527.16
Chittoor,Pulses,12-10-2024,1459.44
Chittoor,Pulses,13-10-2024,1496.31
Chittoor,Pulses,14-10-2024,1501.14
Chittoor,Pulses,15-10-2024,1507.16
Chittoor,Pulses,16-10-2024,1526.23
Chittoor,Pulses,17-10-2024,1517.12
Chittoor,Pulses,18-10-2024,1532.23
Chittoor,Pulses,19-10-2024,1456.97
Chittoor,Pulses,20-10-2024,1533.14
Chittoor,Pulses,21-10-2024,1454.82
Chittoor,Pulses,22-10-2024,1534.39
Chittoor,Pulses,23-10-2024,1526.6
Chittoor,Pulses,24-10-2024,1546.63
Chittoor,Pulses,25-10-2024,1469.43
Chittoor,Pulses,26-10-2024,1536.76
Chittoor,Pulses,27-10-2024,1465.06
Chittoor,Pulses,28-10-2024,1467.81
Chittoor,Pulses,29-10-2024,1495.28
Chittoor,Pulses,30-10-2024,1532.31
Chittoor,Pulses,31-10-2024,1472.76
Chittoor,Pulses,01-11-2024,1512.5
Chittoor,Pulses,02-11-2024,1532.44
Chittoor,Pulses,03-11-2024,1516.17
Chittoor,Pulses,04-11-2024,1565.44
Chittoor,Pulses,05-11-2024,1568.42
Chittoor,Pulses,06-11-2024,1504.58
Chittoor,Pulses,07-11-2024,1501.81
Chittoor,Pulses,08-11-2024,1490.5
Chittoor,Pulses,09-11-2024,1519.05
Chittoor,Pulses,10-11-2024,1528.61
Chittoor,Pulses,11-11-2024,1573.22
Chittoor,Pulses,12-11-2024,1564.33
Chittoor,Pulses,13-11-2024,1495.75
Chittoor,Pulses,14-11-2024,1515.46
Chittoor,Pulses,15-11-2024,1590.91
Chittoor,Pulses,16-11-2024,1541.68
Chittoor,Pulses,17-11-2024,1585.46
Chittoor,Pulses,18-11-2024,1597.18
Chittoor,Pulses,19-11-2024,1537.23
Chittoor,Pulses,20-11-2024,1562.29
Chittoor,Pulses,21-11-2024,1531.51
Chittoor,Pulses,22-11-2024,1553.28
Chittoor,Pulses,23-11-2024,1543.39
Chittoor,Pulses,24-11-2024,1596.53
Chittoor,Pulses,25-11-2024,1535.86
Chittoor,Pulses,26-11-2024,1595.46
Chittoor,Pulses,27-11-2024,1582.36
Chittoor,Pulses,28-11-2024,1634.38
Chittoor,Pulses,29-11-2024,1547.32
Chittoor,Pulses,30-11-2024,1559.57
Chittoor,Pulses,01-12-2024,1624.12
Chittoor,Pulses,02-12-2024,1611.97
Chittoor,Pulses,03-12-2024,1569.57
Chittoor,Pulses,04-12-2024,1621.07
Chittoor,Pulses,05-12-2024,1587.07
Chittoor,Pulses,06-12-2024,1660.79
Chittoor,Pulses,07-12-2024,1622.57
Chittoor,Pulses,08-12-2024,1586.75
Chittoor,Pulses,09-12-2024,1623.55
Chittoor,Pulses,10-12-2024,1607.13
Chittoor,Pulses,11-12-2024,1593.23
Chittoor,Pulses,12-12-2024,1662.61
Chittoor,Pulses,13-12-2024,1656.4
Chittoor,Pulses,14-12-2024,1626.73
Chittoor,Pulses,15-12-2024,1611.24
Chittoor,Pulses,16-12-2024,1626.07
Chittoor,Pulses,17-12-2024,1635.71
Chittoor,Pulses,18-12-2024,1642.29
Chittoor,Pulses,19-12-2024,1669.11
Chittoor,Pulses,20-12-2024,1706.15
Chittoor,Pulses,21-12-2024,1656.35
Chittoor,Pulses,22-12-2024,1707.98
Chittoor,Pulses,23-12-2024,1716.51
Chittoor,Pulses,24-12-2024,1704.79
Chittoor,Pulses,25-12-2024,1728.21
Chittoor,Pulses,26-12-2024,1691.07
Chittoor,Pulses,27-12-2024,1698.86
Chittoor,Pulses,28-12-2024,1683.04
Chittoor,Pulses,29-12-2024,1734.68
Chittoor,Pulses,30-12-2024,1751.42
East Godavari,Paddy,01-01-2024,1859.27
East Godavari,Paddy,02-01-2024,1930.62
East Godavari,Paddy,03-01-2024,1925.66
East Godavari,Paddy,04-01-2024,1947.45
East Godavari,Paddy,05-01-2024,1952.19
East Godavari,Paddy,06-01-2024,1867.6
East Godavari,Paddy,07-01-2024,1884.38
East Godavari,Paddy,08-01-2024,1938.34
East Godavari,Paddy,09-01-2024,1906.28
East Godavari,Paddy,10-01-2024,1966.31
East Godavari,Paddy,11-01-2024,1930.2
East Godavari,Paddy,12-01-2024,1995.53
East Godavari,Paddy,13-01-2024,1904.06
East Godavari,Paddy,14-01-2024,1952.93
East Godavari,Paddy,15-01-2024,1968.97
East Godavari,Paddy,16-01-2024,2007.6
East Godavari,Paddy,17-01-2024,2002.3
East Godavari,Paddy,18-01-2024,1956.52
East Godavari,Paddy,19-01-2024,1983.47
East Godavari,Paddy,20-01-2024,1985.86
East Godavari,Paddy,21-01-2024,2033.0
East Godavari,Paddy,22-01-2024,2003.96
East Godavari,Paddy,23-01-2024,1948.12
East Godavari,Paddy,24-01-2024,2026.35
East Godavari,Paddy,25-01-2024,2020.86
East Godavari,Paddy,26-01-2024,2019.57
East Godavari,Paddy,27-01-2024,2022.89
East Godavari,Paddy,28-01-2024,1971.59
East Godavari,Paddy,29-01-2024,2061.31
East Godavari,Paddy,30-01-2024,1985.36
East Godavari,Paddy,31-01-2024,2070.39
East Godavari,Paddy,01-02-2024,2014.97
East Godavari,Paddy,02-02-2024,2021.68
East Godavari,Paddy,03-02-2024,1984.05
East Godavari,Paddy,04-02-2024,2052.81
East Godavari,Paddy,05-02-2024,2001.24
East Godavari,Paddy,06-02-2024,2038.1
East Godavari,Paddy,07-02-2024,2000.43
East Godavari,Paddy,08-02-2024,2047.48
East Godavari,Paddy,09-02-2024,2010.96
East Godavari,Paddy,10-02-2024,2103.06
East Godavari,Paddy,11-02-2024,2026.26
East Godavari,Paddy,12-02-2024,2017.71
East Godavari,Paddy,13-02-2024,2127.07
East Godavari,Paddy,14-02-2024,2082.71
East Godavari,Paddy,15-02-2024,2075.35
East Godavari,Paddy,16-02-2024,2052.5
East Godavari,Paddy,17-02-2024,2105.92
East Godavari,Paddy,18-02-2024,2056.98
East Godavari,Paddy,19-02-2024,2042.83
East Godavari,Paddy,20-02-2024,2121.14
East Godavari,Paddy,21-02-2024,2100.62
East Godavari,Paddy,22-02-2024,2079.64
East Godavari,Paddy,23-02-2024,2083.52
East Godavari,Paddy,24-02-2024,2110.53
East Godavari,Paddy,25-02-2024,2088.49
East Godavari,Paddy,26-02-2024,2083.92
East Godavari,Paddy,27-02-2024,2100.24
East Godavari,Paddy,28-02-2024,2072.15
East Godavari,Paddy,29-02-2024,2074.87
East Godavari,Paddy,01-03-2024,2175.15
East Godavari,Paddy,02-03-2024,2108.12
East Godavari,Paddy,03-03-2024,2176.25
East Godavari,Paddy,04-03-2024,2162.26
East Godavari,Paddy,05-03-2024,2102.3
East Godavari,Paddy,06-03-2024,2167.76
East Godavari,Paddy,07-03-2024,2094.89
East Godavari,Paddy,08-03-2024,2157.44
East Godavari,Paddy,09-03-2024,2103.71
East Godavari,Paddy,10-03-2024,2161.38
East Godavari,Paddy,11-03-2024,2159.03
East Godavari,Paddy,12-03-2024,2154.82
East Godavari,Paddy,13-03-2024,2174.43
East Godavari,Paddy,14-03-2024,2095.31
East Godavari,Paddy,15-03-2024,2103.59
East Godavari,Paddy,16-03-2024,2132.66
East Godavari,Paddy,17-03-2024,2189.75
East Godavari,Paddy,18-03-2024,2152.49
East Godavari,Paddy,19-03-2024,2170.86
East Godavari,Paddy,20-03-2024,2140.46
East Godavari,Paddy,21-03-2024,2136.64
East Godavari,Paddy,22-03-2024,2144.45
East Godavari,Paddy,23-03-2024,2134.6
East Godavari,Paddy,24-03-2024,2174.24
East Godavari,Paddy,25-03-2024,2212.18
East Godavari,Paddy,26-03-2024,2186.21
East Godavari,Paddy,27-03-2024,2112.73
East Godavari,Paddy,28-03-2024,2209.15
East Godavari,Paddy,29-03-2024,2169.19
East Godavari,Paddy,30-03-2024,2171.36
East Godavari,Paddy,31-03-2024,2155.66
East Godavari,Paddy,01-04-2024,2215.64
East Godavari,Paddy,02-04-2024,2170.6
East Godavari,Paddy,03-04-2024,2168.19
East Godavari,Paddy,04-04-2024,2140.4
East Godavari,Paddy,05-04-2024,2107.4
East Godavari,Paddy,06-04-2024,2159.0
East Godavari,Paddy,07-04-2024,2160.84
East Godavari,Paddy,08-04-2024,2164.45
East Godavari,Paddy,09-04-2024,2193.9
East Godavari,Paddy,10-04-2024,2147.51
East Godavari,Paddy,11-04-2024,2187.79
East Godavari,Paddy,12-04-2024,2130.22
East Godavari,Paddy,13-04-2024,2146.52
East Godavari,Paddy,14-04-2024,2160.15
East Godavari,Paddy,15-04-2024,2111.3
East Godavari,Paddy,16-04-2024,2193.08
East Godavari,Paddy,17-04-2024,2155.76
East Godavari,Paddy,18-04-2024,2153.86
East Godavari,Paddy,19-04-2024,2116.07
East Godavari,Paddy,20-04-2024,2112.12
East Godavari,Paddy,21-04-2024,2144.38
East Godavari,Paddy,22-04-2024,2149.19
East Godavari,Paddy,23-04-2024,2180.1
East Godavari,Paddy,24-04-2024,2141.88
East Godavari,Paddy,25-04-2024,2115.97
East Godavari,Paddy,26-04-2024,2140.75
East Godavari,Paddy,27-04-2024,2093.74
East Godavari,Paddy,28-04-2024,2175.62
East Godavari,Paddy,29-04-2024,2123.32
East Godavari,Paddy,30-04-2024,2164.05
East Godavari,Paddy,01-05-2024,2177.48
East Godavari,Paddy,02-05-2024,2075.11
East Godavari,Paddy,03-05-2024,2090.42
East Godavari,Paddy,04-05-2024,2066.47
East Godavari,Paddy,05-05-2024,2103.05
East Godavari,Paddy,06-05-2024,2071.72
East Godavari,Paddy,07-05-2024,2135.34
East Godavari,Paddy,08-05-2024,2090.54
East Godavari,Paddy,09-05-2024,2089.89
East Godavari,Paddy,10-05-2024,2127.92
East Godavari,Paddy,11-05-2024,2097.64
East Godavari,Paddy,12-05-2024,2148.36
East Godavari,Paddy,13-05-2024,2126.61
East Godavari,Paddy,14-05-2024,2130.09
East Godavari,Paddy,15-05-2024,2047.63
East Godavari,Paddy,16-05-2024,2037.96
East Godavari,Paddy,17-05-2024,2046.35
East Godavari,Paddy,18-05-2024,2068.28
East Godavari,Paddy,19-05-2024,2088.87
East Godavari,Paddy,20-05-2024,2105.61
East Godavari,Paddy,21-05-2024,2023.87
East Godavari,Paddy,22-05-2024,2088.46
East Godavari,Paddy,23-05-2024,2081.93
East Godavari,Paddy,24-05-2024,2026.14
East Godavari,Paddy,25-05-2024,2104.85
East Godavari,Paddy,26-05-2024,2038.42
East Godavari,Paddy,27-05-2024,2053.92
East Godavari,Paddy,28-05-2024,2055.96
East Godavari,Paddy,29-05-2024,2035.59
East Godavari,Paddy,30-05-2024,2059.19
East Godavari,Paddy,31-05-2024,2019.71
East Godavari,Paddy,01-06-2024,2062.76
East Godavari,Paddy,02-06-2024,2072.79
East Godavari,Paddy,03-06-2024,2062.67
East Godavari,Paddy,04-06-2024,2006.27
East Godavari,Paddy,05-06-2024,1961.25
East Godavari,Paddy,06-06-2024,2056.88
East Godavari,Paddy,07-06-2024,1952.0
East Godavari,Paddy,08-06-2024,2028.47
East Godavari,Paddy,09-06-2024,2024.88
East Godavari,Paddy,10-06-2024,1959.85
East Godavari,Paddy,11-06-2024,1970.21
East Godavari,Paddy,12-06-2024,1990.53
East Godavari,Paddy,13-06-2024,2026.65
East Godavari,Paddy,14-06-2024,1941.7
East Godavari,Paddy,15-06-2024,1978.78
East Godavari,Paddy,16-06-2024,2000.35
East Godavari,Paddy,17-06-2024,2008.11
East Godavari,Paddy,18-06-2024,1924.03
East Godavari,Paddy,19-06-2024,1957.3
East Godavari,Paddy,20-06-2024,1959.73
East Godavari,Paddy,21-06-2024,1889.75
East Godavari,Paddy,22-06-2024,1920.8
East Godavari,Paddy,23-06-2024,1970.8
East Godavari,Paddy,24-06-2024,1876.44
East Godavari,Paddy,25-06-2024,1917.64
East Godavari,Paddy,26-06-2024,1870.46
East Godavari,Paddy,27-06-2024,1876.61
East Godavari,Paddy,28-06-2024,1928.42
East Godavari,Paddy,29-06-2024,1871.72
East Godavari,Paddy,30-06-2024,1876.84
East Godavari,Paddy,01-07-2024,1850.17
East Godavari,Paddy,02-07-2024,1895.07
East Godavari,Paddy,03-07-2024,1929.86
East Godavari,Paddy,04-07-2024,1900.07
East Godavari,Paddy,05-07-2024,1873.87
East Godavari,Paddy,06-07-2024,1834.6
East Godavari,Paddy,07-07-2024,1886.81
East Godavari,Paddy,08-07-2024,1842.1
East Godavari,Paddy,09-07-2024,1815.84
East Godavari,Paddy,10-07-2024,1851.65
East Godavari,Paddy,11-07-2024,1857.62
East Godavari,Paddy,12-07-2024,1843.43
East Godavari,Paddy,13-07-2024,1859.11
East Godavari,Paddy,14-07-2024,1797.2
East Godavari,Paddy,15-07-2024,1859.26
East Godavari,Paddy,16-07-2024,1859.92
East Godavari,Paddy,17-07-2024,1854.74
East Godavari,Paddy,18-07-2024,1799.61
East Godavari,Paddy,19-07-2024,1787.67
East Godavari,Paddy,20-07-2024,1814.85
East Godavari,Paddy,21-07-2024,1791.02
East Godavari,Paddy,22-07-2024,1821.76
East Godavari,Paddy,23-07-2024,1790.87
East Godavari,Paddy,24-07-2024,1744.92
East Godavari,Paddy,25-07-2024,1769.28
East Godavari,Paddy,26-07-2024,1831.92
East Godavari,Paddy,27-07-2024,1743.95
East Godavari,Paddy,28-07-2024,1761.02
East Godavari,Paddy,29-07-2024,1735.57
East Godavari,Paddy,30-07-2024,1776.64
East Godavari,Paddy,31-07-2024,1729.46
East Godavari,Paddy,01-08-2024,1749.99
East Godavari,Paddy,02-08-2024,1731.61
East Godavari,Paddy,03-08-2024,1792.27
East Godavari,Paddy,04-08-2024,1761.17
East Godavari,Paddy,05-08-2024,1730.14
East Godavari,Paddy,06-08-2024,1782.01
East Godavari,Paddy,07-08-2024,1761.94
East Godavari,Paddy,08-08-2024,1725.62
East Godavari,Paddy,09-08-2024,1684.9
East Godavari,Paddy,10-08-2024,1671.16
East Godavari,Paddy,11-08-2024,1706.41
East Godavari,Paddy,12-08-2024,1667.39
East Godavari,Paddy,13-08-2024,1671.66
East Godavari,Paddy,14-08-2024,1740.67
East Godavari,Paddy,15-08-2024,1707.16
East Godavari,Paddy,16-08-2024,1698.67
East Godavari,Paddy,17-08-2024,1731.13
East Godavari,Paddy,18-08-2024,1730.56
East Godavari,Paddy,19-08-2024,1715.56
East Godavari,Paddy,20-08-2024,1717.33
East Godavari,Paddy,21-08-2024,1710.59
East Godavari,Paddy,22-08-2024,1714.05
East Godavari,Paddy,23-08-2024,1732.05
East Godavari,Paddy,24-08-2024,1722.49
East Godavari,Paddy,25-08-2024,1637.25
East Godavari,Paddy,26-08-2024,1659.93
East Godavari,Paddy,27-08-2024,1630.88
East Godavari,Paddy,28-08-2024,1708.92
East Godavari,Paddy,29-08-2024,1635.77
East Godavari,Paddy,30-08-2024,1622.78
East Godavari,Paddy,31-08-2024,1691.68
East Godavari,Paddy,01-09-2024,1646.16
East Godavari,Paddy,02-09-2024,1702.28
East Godavari,Paddy,03-09-2024,1616.49
East Godavari,Paddy,04-09-2024,1637.27
East Godavari,Paddy,05-09-2024,1612.42
East Godavari,Paddy,06-09-2024,1692.75
East Godavari,Paddy,07-09-2024,1627.68
East Godavari,Paddy,08-09-2024,1641.91
East Godavari,Paddy,09-09-2024,1593.41
East Godavari,Paddy,10-09-2024,1605.7
East Godavari,Paddy,11-09-2024,1687.58
East Godavari,Paddy,12-09-2024,1658.54
East Godavari,Paddy,13-09-2024,1673.67
East Godavari,Paddy,14-09-2024,1643.71
East Godavari,Paddy,15-09-2024,1666.15
East Godavari,Paddy,16-09-2024,1611.11
East Godavari,Paddy,17-09-2024,1611.62
East Godavari,Paddy,18-09-2024,1658.59
East Godavari,Paddy,19-09-2024,1583.09
East Godavari,Paddy,20-09-2024,1672.24
East Godavari,Paddy,21-09-2024,1676.18
East Godavari,Paddy,22-09-2024,1572.16
East Godavari,Paddy,23-09-2024,1576.27
East Godavari,Paddy,24-09-2024,1635.7
East Godavari,Paddy,25-09-2024,1616.73
East Godavari,Paddy,26-09-2024,1591.42
East Godavari,Paddy,27-09-2024,1629.65
East Godavari,Paddy,28-09-2024,1599.5
East Godavari,Paddy,29-09-2024,1578.76
East Godavari,Paddy,30-09-2024,1654.51
East Godavari,Paddy,01-10-2024,1579.68
East Godavari,Paddy,02-10-2024,1570.78
East Godavari,Paddy,03-10-2024,1647.53
East Godavari,Paddy,04-10-2024,1581.61
East Godavari,Paddy,05-10-2024,1658.21
East Godavari,Paddy,06-10-2024,1620.91
East Godavari,Paddy,07-10-2024,1589.36
East Godavari,Paddy,08-10-2024,1635.02
East Godavari,Paddy,09-10-2024,1586.62
East Godavari,Paddy,10-10-2024,1613.55
East Godavari,Paddy,11-10-2024,1637.24
East Godavari,Paddy,12-10-2024,1641.61
East Godavari,Paddy,13-10-2024,1663.41
East Godavari,Paddy,14-10-2024,1617.4
East Godavari,Paddy,15-10-2024,1593.71
East Godavari,Paddy,16-10-2024,1587.84
East Godavari,Paddy,17-10-2024,1652.53
East Godavari,Paddy,18-10-2024,1665.76
East Godavari,Paddy,19-10-2024,1633.64
East Godavari,Paddy,20-10-2024,1678.18
East Godavari,Paddy,21-10-2024,1653.93
East Godavari,Paddy,22-10-2024,1657.69
East Godavari,Paddy,23-10-2024,1617.53
East Godavari,Paddy,24-10-2024,1691.75
East Godavari,Paddy,25-10-2024,1618.32
East Godavari,Paddy,26-10-2024,1614.91
East Godavari,Paddy,27-10-2024,1628.71
East Godavari,Paddy,28-10-2024,1698.89
East Godavari,Paddy,29-10-2024,1617.71
East Godavari,Paddy,30-10-2024,1677.03
East Godavari,Paddy,31-10-2024,1611.87
East Godavari,Paddy,01-11-2024,1701.71
East Godavari,Paddy,02-11-2024,1622.79
East Godavari,Paddy,03-11-2024,1661.78
East Godavari,Paddy,04-11-2024,1647.06
East Godavari,Paddy,05-11-2024,1722.82
East Godavari,Paddy,06-11-2024,1692.72
East Godavari,Paddy,07-11-2024,1689.44
East Godavari,Paddy,08-11-2024,1702.28
East Godavari,Paddy,09-11-2024,1674.91
East Godavari,Paddy,10-11-2024,1639.22
East Godavari,Paddy,11-11-2024,1723.11
East Godavari,Paddy,12-11-2024,1697.4
East Godavari,Paddy,13-11-2024,1654.62
East Godavari,Paddy,14-11-2024,1669.08
East Godavari,Paddy,15-11-2024,1677.97
East Godavari,Paddy,16-11-2024,1747.37
East Godavari,Paddy,17-11-2024,1678.37
East Godavari,Paddy,18-11-2024,1708.43
East Godavari,Paddy,19-11-2024,1755.09
East Godavari,Paddy,20-11-2024,1707.61
East Godavari,Paddy,21-11-2024,1667.52
East Godavari,Paddy,22-11-2024,1769.84
East Godavari,Paddy,23-11-2024,1744.85
East Godavari,Paddy,24-11-2024,1702.45
East Godavari,Paddy,25-11-2024,1732.15
East Godavari,Paddy,26-11-2024,1715.38
East Godavari,Paddy,27-11-2024,1764.85
East Godavari,Paddy,28-11-2024,1784.93
East Godavari,Paddy,29-11-2024,1787.59
East Godavari,Paddy,30-11-2024,1802.08
East Godavari,Paddy,01-12-2024,1800.33
East Godavari,Paddy,02-12-2024,1719.67
East Godavari,Paddy,03-12-2024,1712.93
East Godavari,Paddy,04-12-2024,1723.92
East Godavari,Paddy,05-12-2024,1733.99
East Godavari,Paddy,06-12-2024,1745.55
East Godavari,Paddy,07-12-2024,1780.49
East Godavari,Paddy,08-12-2024,1781.32
East Godavari,Paddy,09-12-2024,1836.94
East Godavari,Paddy,10-12-2024,1782.92
East Godavari,Paddy,11-12-2024,1782.21
East Godavari,Paddy,12-12-2024,1760.04
East Godavari,Paddy,13-12-2024,1855.19
East Godavari,Paddy,14-12-2024,1794.34
East Godavari,Paddy,15-12-2024,1767.04
East Godavari,Paddy,16-12-2024,1862.35
East Godavari,Paddy,17-12-2024,1814.96
East Godavari,Paddy,18-12-2024,1849.5
East Godavari,Paddy,19-12-2024,1849.17
East Godavari,Paddy,20-12-2024,1804.32
East Godavari,Paddy,21-12-2024,1819.47
East Godavari,Paddy,22-12-2024,1804.39
East Godavari,Paddy,23-12-2024,1854.33
East Godavari,Paddy,24-12-2024,1908.55
East Godavari,Paddy,25-12-2024,1886.32
East Godavari,Paddy,26-12-2024,1893.5
East Godavari,Paddy,27-12-2024,1898.18
East Godavari,Paddy,28-12-2024,1827.98
East Godavari,Paddy,29-12-2024,1835.24
East Godavari,Paddy,30-12-2024,1855.0
East Godavari,Maize,01-01-2024,1593.63
East Godavari,Maize,02-01-2024,1556.68
East Godavari,Maize,03-01-2024,1565.82
East Godavari,Maize,04-01-2024,1626.86
East Godavari,Maize,05-01-2024,1556.9
East Godavari,Maize,06-01-2024,1601.61
East Godavari,Maize,07-01-2024,1595.53
East Godavari,Maize,08-01-2024,1568.67
East Godavari,Maize,09-01-2024,1610.72
East Godavari,Maize,10-01-2024,1626.32
East Godavari,Maize,11-01-2024,1615.82
East Godavari,Maize,12-01-2024,1639.82
East Godavari,Maize,13-01-2024,1608.19
East Godavari,Maize,14-01-2024,1615.75
East Godavari,Maize,15-01-2024,1640.93
East Godavari,Maize,16-01-2024,1612.84
East Godavari,Maize,17-01-2024,1660.32
East Godavari,Maize,18-01-2024,1639.1
East Godavari,Maize,19-01-2024,1645.05
East Godavari,Maize,20-01-2024,1655.79
East Godavari,Maize,21-01-2024,1656.58
East Godavari,Maize,22-01-2024,1652.32
East Godavari,Maize,23-01-2024,1679.48
East Godavari,Maize,24-01-2024,1635.2
East Godavari,Maize,25-01-2024,1623.03
East Godavari,Maize,26-01-2024,1695.52
East Godavari,Maize,27-01-2024,1714.37
East Godavari,Maize,28-01-2024,1665.7
East Godavari,Maize,29-01-2024,1707.85
East Godavari,Maize,30-01-2024,1668.98
East Godavari,Maize,31-01-2024,1686.17
East Godavari,Maize,01-02-2024,1661.99
East Godavari,Maize,02-02-2024,1712.74
East Godavari,Maize,03-02-2024,1695.86
East Godavari,Maize,04-02-2024,1725.69
East Godavari,Maize,05-02-2024,1693.35
East Godavari,Maize,06-02-2024,1726.91
East Godavari,Maize,07-02-2024,1740.09
East Godavari,Maize,08-02-2024,1682.9
East Godavari,Maize,09-02-2024,1755.13
East Godavari,Maize,10-02-2024,1741.15
East Godavari,Maize,11-02-2024,1705.37
East Godavari,Maize,12-02-2024,1760.26
East Godavari,Maize,13-02-2024,1767.32
East Godavari,Maize,14-02-2024,1704.34
East Godavari,Maize,15-02-2024,1729.3
East Godavari,Maize,16-02-2024,1716.75
East Godavari,Maize,17-02-2024,1760.25
East Godavari,Maize,18-02-2024,1735.68
East Godavari,Maize,19-02-2024,1710.93
East Godavari,Maize,20-02-2024,1752.03
East Godavari,Maize,21-02-2024,1781.31
East Godavari,Maize,22-02-2024,1707.17
East Godavari,Maize,23-02-2024,1783.76
East Godavari,Maize,24-02-2024,1737.68
East Godavari,Maize,25-02-2024,1768.32
East Godavari,Maize,26-02-2024,1720.54
East Godavari,Maize,27-02-2024,1743.04
East Godavari,Maize,28-02-2024,1774.12
East Godavari,Maize,29-02-2024,1782.13
East Godavari,Maize,01-03-2024,1734.59
East Godavari,Maize,02-03-2024,1744.09
East Godavari,Maize,03-03-2024,1802.81
East Godavari,Maize,04-03-2024,1746.03
East Godavari,Maize,05-03-2024,1779.06
East Godavari,Maize,06-03-2024,1762.05
East Godavari,Maize,07-03-2024,1790.41
East Godavari,Maize,08-03-2024,1765.63
East Godavari,Maize,09-03-2024,1742.4
East Godavari,Maize,10-03-2024,1744.14
East Godavari,Maize,11-03-2024,1793.48
East Godavari,Maize,12-03-2024,1787.91
East Godavari,Maize,13-03-2024,1825.92
East Godavari,Maize,14-03-2024,1753.82
East Godavari,Maize,15-03-2024,1770.77
East Godavari,Maize,16-03-2024,1765.91
East Godavari,Maize,17-03-2024,1767.74
East Godavari,Maize,18-03-2024,1795.07
East Godavari,Maize,19-03-2024,1813.87
East Godavari,Maize,20-03-2024,1755.12
East Godavari,Maize,21-03-2024,1817.39
East Godavari,Maize,22-03-2024,1771.95
East Godavari,Maize,23-03-2024,1797.46
East Godavari,Maize,24-03-2024,1814.26
East Godavari,Maize,25-03-2024,1840.73
East Godavari,Maize,26-03-2024,1829.94
East Godavari,Maize,27-03-2024,1772.27
East Godavari,Maize,28-03-2024,1772.89
East Godavari,Maize,29-03-2024,1816.73
East Godavari,Maize,30-03-2024,1833.81
East Godavari,Maize,31-03-2024,1832.32
East Godavari,Maize,01-04-2024,1793.86
East Godavari,Maize,02-04-2024,1767.33
East Godavari,Maize,03-04-2024,1777.3
East Godavari,Maize,04-04-2024,1844.43
East Godavari,Maize,05-04-2024,1823.03
East Godavari,Maize,06-04-2024,1814.53
East Godavari,Maize,07-04-2024,1830.26
East Godavari,Maize,08-04-2024,1818.18
East Godavari,Maize,09-04-2024,1840.36
